,X,landcover_map_year,treatment,Lat_long,crop_type,mean_yield_control_kgha,mean_yield_treatment_kgha,yield_SD_control,yield_SD_treatment,replicates_control_summed,replicates_treatment_summed,n_aggregated,ma_id,measurement_id,study_id,control_id,author_year,title,study_pubyear,harvest_year,region,country,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_decimal,latitude_decimal,country_new,crop_type_grouped_small,crop_type_grouped_big,publication_to_harvest_year_difference,harvest_year_by_median,nat.hab.1000,nat.hab.2500,nat.hab.5000,nat.hab.edgelength.1000,nat.hab.edgelength.2500,nat.hab.edgelength.5000,nat.hab.peri.area.ratio.1000,nat.hab.peri.area.ratio.2500,nat.hab.peri.area.ratio.5000,nat.hab.wo.grass.1000,nat.hab.wo.grass.2500,nat.hab.wo.grass.5000,nat.hab.wo.grass.edgelength.1000,nat.hab.wo.grass.edgelength.2500,nat.hab.wo.grass.edgelength.5000,nat.hab.wo.grass.peri.area.ratio.1000,nat.hab.wo.grass.peri.area.ratio.2500,nat.hab.wo.grass.peri.area.ratio.5000,cropland.1000,cropland.2500,cropland.5000,crop.peri.area.ratio.1000,crop.peri.area.ratio.2500,crop.peri.area.ratio.5000,crop.edgelength.1000,crop.edgelength.2500,crop.edgelength.5000,inert.1000,inert.2500,inert.5000,inert.edgelength.1000,inert.edgelength.2500,inert.edgelength.5000,inert.peri.area.ratio.1000,inert.peri.area.ratio.2500,inert.peri.area.ratio.5000,shannon.1000,shannon.2500,shannon.5000,simpsonsevenness.1000,simpsonsevenness.2500,simpsonsevenness.5000,SR,temp_avg_1970-2000,prec_avg_1970-2000
906,906,2007,Secondary and micronutrients,45.63127.02,Rice,75840,82786.66667,NA,NA,3,3,3,D309,6827,54,1,Hou  et al. (2014),,2014,NA,Heilongjiang,China,kg/hm-2,,,,,NA,NA,,127.02,45.63,China,Rice,Grains,NA,2007,0.001618444,0.012509267,0.024108005,42500.52431,682444.1726,3849083.511,8.439945593,2.805408311,2.052560436,0.001618444,0.012509267,0.024067542,42500.52431,682444.1726,3833775.84,8.439945593,2.805408311,2.047834593,0.895124427,0.941473462,0.923815925,0.176690731,0.118022893,0.129581681,492100.7811,2160794.814,9311703.795,0.103257129,0.046017271,0.05207607,386275.3369,1154053.11,4629038.444,1.202319956,1.289631829,1.142753313,0.705349586,0.771514831,0.840133672,2.004152365,2.019394627,2.085952535,262.1630231,3.791520834,45.66666667
907,907,2007,Secondary and micronutrients,47.66133.48,Rice,87090,93718.33333,NA,NA,6,6,6,D309,6830,178,1,Xu  et al. (2014),,2014,NA,Heilongjiang,China,kg/hm-2,,,,,NA,NA,,133.48,47.66,China,Rice,Grains,NA,2007,0.008111194,0.025896173,0.028798252,75405.58967,1594326.999,7007726.084,2.986453189,3.164435249,3.126831668,0.006942073,0.019753938,0.023740249,49068.68225,899467.1513,4838704.134,2.270660483,2.340378123,2.61901086,0.986238491,0.968037857,0.965726242,0.040315147,0.055151602,0.068401338,123769.3831,1038714.204,5140733.919,0.005650315,0.00606597,0.005475507,94291.83944,644565.7955,2494149.583,5.360908865,5.461619138,5.85317738,0.117691248,0.282042024,0.388420781,1.037513868,1.111088553,1.177241851,285.8518465,1.867854238,50.33333333
908,908,2007,Slow-release fertilizer,19.70570084110.3268941,Rice,49650,54075,NA,NA,2,2,2,D309,7150,230,1,Zhou  et al. (2014),,2014,NA,Guangdong,China,kg/hm-2,,,,,NA,NA,,110.3268941,19.70570084,China,Rice,Grains,NA,2007,0.074938371,0.126186199,0.094044226,416826.6138,3069597.018,11823815.05,1.797257627,1.257608785,1.624952006,0.074938371,0.126186199,0.094044226,416826.6138,3069597.018,11823815.05,1.797257627,1.257608785,1.624952006,0.448868079,0.658268394,0.77059173,0.826137982,0.444032454,0.33167862,1147657.154,5653815.855,19775468.21,0.47619355,0.215545407,0.135364045,837113.3109,2850714.097,10897386.54,0.568015101,0.683739939,1.040480822,1.268828247,1.250571601,1.117967979,2.675163783,2.60763238,2.264936589,438.9992529,24.34883324,142.8333333
909,909,2007,Slow-release fertilizer,25.06645825110.3053242,Rice,70740,77085,NA,NA,2,2,2,D309,7152,230,1,Zhou  et al. (2014),,2014,NA,Guangdong,China,kg/hm-2,,,,,NA,NA,,110.3053242,25.06645825,China,Rice,Grains,NA,2007,0.169806479,0.226662855,0.227411784,570415.2703,3675303.238,14149446.64,1.084458408,0.837540473,0.803449443,0.169806479,0.226662855,0.227390815,570415.2703,3675303.238,14144524.94,1.084458408,0.837540473,0.80324404,0.639114638,0.66450537,0.687191805,0.613786935,0.413306605,0.339573888,1215123.416,5317137.124,18070917.17,0.191078883,0.108831775,0.08539641,1128087.741,4661002.694,14865867.6,1.905926725,2.212160453,2.247929613,1.190677421,1.275857751,1.301034666,2.768484418,3.136717123,3.129042601,517.9091223,19.35691659,152.8333333
910,910,2007,Slow-release fertilizer,28.20773671112.4386362,Rice,62270,64620,NA,NA,1,1,1,D309,7444,201,1,Zeng  et al. (2014),,2014,NA,Hunan,China,kg/hm-2,,,,,NA,NA,,112.4386362,28.20773671,China,Rice,Grains,NA,2007,0.127589188,0.226716197,0.214315261,298847.575,2407327.329,11338534.9,0.755712244,0.548137818,0.682778945,0.127589188,0.226716197,0.214315261,298847.575,2407327.329,11338534.9,0.755712244,0.548137818,0.682778945,0.682925036,0.65199159,0.671165505,0.547000624,0.471350221,0.453409848,1157817.898,5953173.504,23580027.08,0.189485776,0.121292213,0.114519235,929266.78,4748376.554,20712733.52,1.582283847,2.020921302,2.33418491,0.756015289,0.984032666,0.9876186,1.573452994,1.956499995,1.937293539,345.9372345,17.36654174,114
911,911,2007,Slow-release fertilizer,28.421445115.874571,Rice,97770,98060,NA,NA,1,1,1,D309,7184,187,1,Yang  et al. (2014),,2014,NA,Jiangxi,China,kg/hm-2,,,,,NA,NA,,115.874571,28.421445,China,Rice,Grains,NA,2007,0.046426424,0.056306976,0.069315863,553463.5034,3173181.989,13170813.26,3.84614339,2.909054565,2.452099585,0.046426424,0.056306976,0.069114569,553463.5034,3173181.989,13105999.23,3.84614339,2.909054565,2.447139223,0.794219955,0.787912051,0.823797581,0.417142938,0.390644442,0.309208469,1026890.105,5962663.577,19738481.94,0.15935362,0.155780973,0.106886556,1147759.604,5358527.173,17005898.47,2.323757057,1.775620344,2.053216005,0.285970418,0.365641842,0.407872535,1.132092104,1.172575694,1.204423029,372.0412007,17.98291651,131.9166667
912,912,2007,Slow-release fertilizer,28.56036576115.9504403,Rice,69170,70555,NA,NA,2,2,2,D309,7183,89,1,Liu  et al. (2014),,2014,NA,Jiangxi,China,kg/hm-2,,,,,NA,NA,,115.9504403,28.56036576,China,Rice,Grains,NA,2007,0.069015082,0.138376537,0.094412411,758527.7584,5546995.535,15879567.41,3.545826,2.06920063,2.170480469,0.069015082,0.136869002,0.093249021,758527.7584,5454033.63,15578985.76,3.545826,2.056932085,2.155962508,0.528099376,0.472977291,0.489489711,0.874339304,1.048997534,0.958141398,1431217.722,9611861.729,36343509.94,0.402885542,0.388646173,0.416097878,1469340.01,6878640.149,24401806.91,1.176604682,0.913598625,0.756785478,0.426935983,0.725109633,0.711400478,1.265212343,1.602684299,1.4856057,372.4416261,18.01170846,132.75
913,913,2007,Slow-release fertilizer,29.07435444119.4452357,Rice,82840,86436.66667,NA,NA,3,3,3,D309,7211,46,1,Guo  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,119.4452357,29.07435444,China,Rice,Grains,NA,2007,0.10274625,0.133999293,0.141395193,388846.3144,2657129.569,11193810.01,1.22083776,1.023465894,1.021516687,0.10274625,0.133999293,0.141314289,388846.3144,2657129.569,11164817.03,1.22083776,1.023465894,1.019454186,0.791034469,0.752380962,0.714713345,0.308511502,0.330910114,0.371131216,756520.7086,4823748.864,20556879.76,0.106219281,0.113619745,0.143891462,829139.0916,5208659.519,20541128.51,2.518082661,2.366112056,1.842007756,0.707471135,0.837922013,0.859387309,1.48434578,1.663851651,1.696134585,431.9838694,17.53602064,122.9166667
914,914,2007,Slow-release fertilizer,29.8489448106.4477777,Rice,71860,68970,NA,NA,1,1,1,D309,7439,89,1,Liu  et al. (2014),,2014,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.4477777,29.8489448,China,Rice,Grains,NA,2007,0.010400891,0.188322105,0.297682744,190974.8608,1963765.226,11563242.49,5.9222116,0.538125937,0.501141882,0.00989908,0.187037293,0.296177059,183355.6615,1874018.444,11175824.6,5.974172468,0.517060442,0.486813808,0.729451029,0.60010552,0.542291642,0.650870023,0.488595324,0.469422049,1472014.751,5681738.837,19731571.25,0.26014808,0.211572374,0.160025614,1672700.885,6142548.9,17225181.86,2.073843172,1.498253576,1.388701932,0.484555892,1.168435798,1.284053874,1.318646258,2.096852185,2.580070071,347.9799429,17.67764588,94
915,915,2007,Slow-release fertilizer,29.8766715106.3651631,Rice,86356.66667,86310,NA,NA,3,3,3,D309,7427,232,1,Zhu  et al. (2014),,2014,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.3651631,29.8766715,China,Rice,Grains,NA,2007,0.014281173,0.071855645,0.351067913,88090.10779,1646320.119,10644689.54,1.989479522,1.182351476,0.391177788,0.014278195,0.071374028,0.349509669,87804.51214,1614996.637,10394746.09,1.983443094,1.167682097,0.383695774,0.920273385,0.853459399,0.588470535,0.205936025,0.241302928,0.294641488,587588.0826,3990729.143,13439598.54,0.065445442,0.074684956,0.060461552,826144.6142,4957804.943,13515684.04,4.071485387,3.42570145,2.883972179,0.550419729,0.791940887,1.307326844,1.40118901,1.553708193,2.691838817,347.9467561,17.67764588,94
916,916,2007,Slow-release fertilizer,29.87771343106.3676093,Rice,93810,94380,NA,NA,1,1,1,D309,7532,210,1,Zhang  et al. (2014),,2014,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.3676093,29.87771343,China,Rice,Grains,NA,2007,0.011633144,0.078857546,0.349304226,74543.76563,1658468.857,10722382.4,2.06676078,1.085318461,0.396022319,0.011382316,0.077894302,0.347611459,72123.38849,1601500.597,10447416.38,2.043720394,1.060997957,0.387745737,0.91904463,0.838843082,0.589002356,0.202458405,0.256417449,0.300516256,576894.516,4168071.613,13719958.24,0.069322226,0.082299371,0.061693418,868871.2226,5136372.526,13673546.86,4.042582712,3.220721169,2.8593977,0.564342161,0.832873514,1.3108648,1.434789454,1.597243641,2.691412484,347.9467561,17.67764588,94
917,917,2007,Slow-release fertilizer,30.27693254120.5501391,Rice,71080,76385,NA,NA,2,2,2,D309,7446,201,3,Zeng  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5501391,30.27693254,China,Rice,Grains,NA,2007,0.021040158,0.083577428,0.085872547,130026.0235,2623679.803,10114250.13,1.993068305,1.61986857,1.519414755,0.021040158,0.082228851,0.08516298,130026.0235,2542688.05,9929157.357,1.993068305,1.595610218,1.504037057,0.604656979,0.526977671,0.605858757,0.840751119,1.042849571,0.865288294,1576288.228,10650155.13,40638271.18,0.374302863,0.389444902,0.308268696,1359520.086,6747685.118,23164341.34,1.171395014,0.894060137,0.969365421,0.199044866,0.671449668,0.614023284,1.072961502,1.37642828,1.320488003,393.3675839,16.61422304,102.1666667
918,918,2007,Slow-release fertilizer,30.28115747120.5395319,Rice,64920,70905,NA,NA,2,2,2,D309,7458,230,5,Zhou  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5395319,30.28115747,China,Rice,Grains,NA,2007,0.008449033,0.020849947,0.05929011,29837.73809,671691.494,7264029.011,1.138935529,1.662349876,1.580490656,0.00842944,0.020410272,0.058720476,28863.12553,649555.6076,7116281.682,1.104294398,1.642196386,1.563364268,0.388200477,0.576386551,0.608127511,1.284227375,0.956138423,0.867492697,1545815.808,10680142.92,40894401.69,0.60335049,0.402763502,0.332582379,1106610.037,7096262.733,23685335.88,0.591514206,0.909153309,0.9187068,0.175922728,0.233307302,0.486556752,1.059116932,1.084669872,1.223351758,393.3675839,16.61422304,102.1666667
919,919,2007,Slow-release fertilizer,30.28323281120.5455022,Rice,71080,74060,NA,NA,1,1,1,D309,7454,230,1,Zhou  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5455022,30.28323281,China,Rice,Grains,NA,2007,0.008692369,0.036646755,0.066742641,65426.95802,1169859.186,8160889.69,2.427497993,1.647234578,1.57735913,0.008442562,0.035828929,0.06608299,62478.23519,1126960.919,7989012.754,2.386683279,1.6230519,1.559552109,0.467885024,0.566010467,0.624693975,1.03303021,0.931477733,0.810701837,1498690.147,10217380.27,39258347.16,0.523422607,0.397342778,0.308563385,989898.8993,6847698.031,23402668.47,0.609928153,0.889276181,0.978402275,0.149531519,0.364274534,0.521115907,1.046123889,1.155004677,1.246238497,393.3675839,16.61422304,102.1666667
920,920,2007,Slow-release fertilizer,30.35507891119.9084176,Rice,63540,76040,NA,NA,1,1,1,D309,7214,76,2,Li  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,119.9084176,30.35507891,China,Rice,Grains,NA,2007,0.124748326,0.172924472,0.22064286,1470673.807,8136109.622,23973873.44,3.802028971,2.427791688,1.401646306,0.120504521,0.168871401,0.214937297,1403134.699,7823959.306,22641884.17,3.755171849,2.390680642,1.358910604,0.795849218,0.766544244,0.688190956,0.383476412,0.384150305,0.40991235,946314.8547,5706729.934,21868039.86,0.079402456,0.060531284,0.091166183,638164.45,3411988.066,15924984.61,2.591984868,2.908564543,2.253384769,0.558096854,0.72981836,0.890474763,1.332790433,1.501031869,1.716561471,396.8218713,15.9543124,108.25
921,921,2007,Slow-release fertilizer,30.36206319119.895775,Rice,77770,81200,NA,NA,3,3,3,D309,7455,230,2,Zhou  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,119.895775,30.36206319,China,Rice,Grains,NA,2007,0.118365064,0.15498437,0.261183224,1157575.086,6761063.185,22016603.79,3.153977364,2.251010546,1.087413022,0.115001102,0.142314104,0.254928101,1112649.922,6122812.818,20570743.13,3.120250608,2.220002576,1.040930538,0.814011787,0.761486881,0.635990197,0.353143745,0.371654422,0.435010643,891352.062,5484679.991,21446717.14,0.06762315,0.083528749,0.102826579,712792.8328,3953143,15253274.54,3.39938902,2.44206369,1.913582451,0.584530261,0.737486705,0.975927285,1.34265759,1.469292027,1.910905983,404.9221447,15.9543124,108.25
922,922,2007,Slow-release fertilizer,30.47313012114.3558311,Rice,68600,71800,NA,NA,2,2,2,D309,7350,117,2,Qu  et al. (2014),,2014,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,114.3558311,30.47313012,China,Rice,Grains,NA,2007,0.16414197,0.387529895,0.339578036,605117.4815,3770234.078,10276522.82,1.188895542,0.501999918,0.390378777,0.154290305,0.381324957,0.332748274,517261.8717,3416555.945,8912925.919,1.08117369,0.462310597,0.345528668,0.456656781,0.306263162,0.225660857,1.280294552,1.397503049,1.832166951,1812909.681,8294820.345,32051006.89,0.379201248,0.306206943,0.434761107,1101066.621,4315918.263,14779632.88,0.936413097,0.727275103,0.438523185,1.202980818,1.156464147,1.179404292,2.132579043,2.507238802,2.58022045,306.1204959,16.99677058,106.9166667
923,923,2007,Slow-release fertilizer,30.543215103.655303,Rice,80380,87062.5,NA,NA,4,4,4,D309,7489,46,1,Guo  et al. (2014),,2014,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,103.655303,30.543215,China,Rice,Grains,NA,2007,0.001241108,0.000518255,0.000428528,11152.84428,26085.01909,155661.8344,2.897964893,2.597058917,4.685717154,0.000244466,0.000358793,0.000269084,3714.720202,18646.89501,98946.26003,4.900323213,2.681614196,4.743352717,0.868543961,0.941028281,0.929336371,0.166472776,0.127995786,0.151836203,448350.9591,2334339.484,10938932.11,0.130214932,0.058453464,0.070235101,469269.8217,3019144.727,14115522.13,1.162194359,2.66506627,2.592483969,0.350734902,0.327987929,0.324617773,1.239259897,1.216536077,1.214491303,410.1550785,16.6291459,99.33333333
924,924,2007,Slow-release fertilizer,30.68843935103.7290718,Rice,65225,70660,NA,NA,4,4,4,D309,7398,155,1,Wang  et al. (2014),,2014,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,103.7290718,30.68843935,China,Rice,Grains,NA,2007,0.00522774,0.008290367,0.023949282,54291.10087,530980.5176,3052570.359,3.34902745,3.304655445,1.644120385,0.000998263,0.00561188,0.01517052,24373.32483,364957.0911,1802881.298,7.873611096,3.355481046,1.532946812,0.886514348,0.883512334,0.820612858,0.199227865,0.262361586,0.311719719,547686.1647,4492535.297,19830888,0.108257911,0.108197298,0.15543786,779074.0812,5215133.157,19096274.29,2.320722383,2.486968884,1.584719009,0.356984261,0.478948484,0.631225483,1.221523215,1.352608071,1.498832375,402.1260264,16.22318749,87.33333333
925,925,2007,Slow-release fertilizer,32.15436667114.0543333,Rice,87500,93943.33333,NA,NA,3,3,3,D309,7341,210,1,Zhang  et al. (2014),,2014,NA,Henan,China,kg/hm-2,,,,,NA,NA,,114.0543333,32.15436667,China,Rice,Grains,NA,2007,0.133271356,0.201127908,0.251086837,522691.7478,3577314.254,15102704.13,1.26438882,0.917431268,0.775637145,0.115426139,0.184644724,0.236596512,365410.7978,2574327.708,11549624.28,1.020584641,0.719143748,0.629487848,0.400726372,0.41063195,0.436947795,1.192139499,0.992785016,0.759934891,1481846.374,7903494.761,25750051.75,0.466002272,0.388240142,0.311965368,1080366.51,4843571.316,14110987.84,0.747403108,0.643508136,0.583282389,1.414992862,1.547521474,1.623091433,3.055036836,3.768337794,3.940463653,236.9163699,15.51431257,90.16666667
926,926,2007,Slow-release fertilizer,32.1718702118.6570567,Rice,55000,68900,NA,NA,1,1,1,D309,7368,46,1,Guo  et al. (2014),,2014,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,118.6570567,32.1718702,China,Rice,Grains,NA,2007,0.009029885,0.092693598,0.17285535,127915.7428,1878648.018,12900260.72,4.56679678,1.045400798,0.962369555,0.005612554,0.088591282,0.164245465,99356.35495,1625799.674,11058607.63,5.706962535,0.9465928,0.868226975,0.369824107,0.541329722,0.555404054,1.715462856,0.855887915,0.698008222,1967916.377,8982383.987,30063765.13,0.621146008,0.36597668,0.271740596,1240055.391,5970234.672,20315233.79,0.643601847,0.841443849,0.964036581,0.292767726,0.76784336,1.081185619,1.116559326,1.51152443,1.884613706,287.7785616,15.48222935,80.91666667
927,927,2007,Slow-release fertilizer,32.268544115.568881,Rice,86060,89870,NA,NA,1,1,1,D309,7349,117,1,Qu  et al. (2014),,2014,NA,Henan,China,kg/hm-2,,,,,NA,NA,,115.568881,32.268544,China,Rice,Grains,NA,2007,0.012142459,0.024239178,0.015805505,152127.3118,1455803.042,4717735.314,4.038886188,3.097868866,3.848952456,0.011897838,0.024004353,0.015482603,149629.1724,1437785.986,4588024.864,4.054238502,3.089459733,3.821194433,0.869813337,0.881256508,0.919371771,0.371781807,0.289597341,0.215810712,1003120.548,4947873.77,15386746.64,0.118044204,0.094504314,0.064822723,788639.7833,3866294.286,13597001.89,2.153748981,2.110190044,2.704788085,0.415925334,0.551716106,0.540890354,1.237075306,1.351505812,1.372703991,230.2666303,15.65283318,87.08333333
928,928,2007,Slow-release fertilizer,32.39710394119.388795,Rice,61500,72140,NA,NA,1,1,1,D309,7515,155,1,Wang  et al. (2014),,2014,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,119.388795,32.39710394,China,Rice,Grains,NA,2007,0.005618024,0.015898567,0.028823956,52068.43739,563300.7823,4731132.695,2.987721625,1.827464283,2.116494278,0.00097704,0.008313511,0.020683964,12840.3591,177962.0091,2794072.766,4.236567851,1.104102365,1.741844954,0.120900273,0.189778974,0.295574289,2.391629951,1.863012165,1.343518685,896958.0186,6854838.932,30796744.33,0.873481703,0.794322459,0.675601755,883310.5282,4290236.499,19517290,0.325993352,0.278580634,0.372506883,0.631620175,0.579834841,0.63633577,1.413208598,1.30547729,1.321530084,268.0390413,15.59420844,84.75
929,929,2007,Slow-release fertilizer,42.96816384126.7545706,Rice,56200,67430,NA,NA,1,1,1,D309,7483,89,1,Liu  et al. (2014),,2014,NA,Jilin,China,kg/hm-2,,,,,NA,NA,,126.7545706,42.96816384,China,Rice,Grains,NA,2007,0.115039785,0.158665676,0.247408238,383900.6978,2478688.909,8081815.824,1.073211187,0.803841787,0.420209175,0.115039785,0.158665676,0.247408238,383900.6978,2478688.909,8081815.824,1.073211187,0.803841787,0.420209175,0.147836491,0.32448305,0.530283276,2.214327722,1.165995485,0.597355597,1017909.56,7352877.678,24624653.63,0.737123724,0.516851274,0.222308486,830774.135,3814208.327,11372745.53,0.362457364,0.379726023,0.65808201,1.604765912,1.57729837,1.326041639,4.042831275,3.618284629,2.824982518,262.20274,4.674124956,61.41666667
930,930,2007,Slow-release fertilizer,44.316648125.752126,Rice,66340,86620,NA,NA,1,1,1,D309,7236,14,1,Chen  et al. (2014),,2014,NA,Jilin,China,kg/hm-2,,,,,NA,NA,,125.752126,44.316648,China,Rice,Grains,NA,2007,0.125004577,0.021790333,0.011359223,598244.6021,675151.9959,1894103.714,1.538615493,1.59379389,2.144315663,0.125004577,0.021790333,0.011359223,598244.6021,675151.9959,1894103.714,1.538615493,1.59379389,2.144315663,0.782651327,0.906733804,0.93079836,0.269163575,0.140974782,0.121203665,655250.5381,2485002.202,8772790.517,0.092344096,0.071475863,0.057842417,369757.198,1806405.943,6089306.865,1.28731471,1.300021107,1.353801627,0.840920727,0.72380004,0.696366615,1.575877032,1.752194331,1.785948112,231.7952366,4.583729168,48.66666667
931,931,2007,Straw return,25.01216347110.0714952,Rice,55970,60420,NA,NA,2,2,2,D309,7559,107,3,Mo  et al. (2014),,2014,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,110.0714952,25.01216347,China,Rice,Grains,NA,2007,0.080045333,0.238806728,0.439815197,558389.6535,5013124.786,23298380.27,2.252068033,1.084324098,0.684056177,0.080045333,0.238764778,0.43980471,558389.6535,5009411.373,23293725.26,2.252068033,1.083711267,0.683935811,0.864685487,0.727559089,0.534755948,0.230762188,0.2286133,0.256582049,618077.1061,3220124.106,10625408.14,0.05526918,0.033634183,0.025428855,571769.94,2174518.638,5052143.751,3.339784617,3.339484255,2.565577672,0.958199284,1.292076416,1.45702303,2.2023463,3.029598657,3.666828243,518.6147186,19.280979,155.6666667
932,932,2007,Straw return,25.01786047110.0742982,Rice,50580,54865,NA,NA,2,2,2,D309,7561,107,5,Mo  et al. (2014),,2014,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,110.0742982,25.01786047,China,Rice,Grains,NA,2007,0.066841738,0.188819491,0.426764018,470414.2838,4508986.48,22688858.38,2.272020992,1.233470826,0.686531827,0.066841738,0.188819491,0.42675353,470414.2838,4508986.48,22684203.37,2.272020992,1.233470826,0.686407841,0.868821562,0.763835705,0.546297307,0.247959526,0.229019158,0.254548069,667316.4297,3386686.502,10768694.09,0.064336701,0.047344804,0.026938675,656694.3719,2333255.266,5237005.944,3.295217453,2.545579696,2.51039844,0.917285166,1.230024832,1.462493505,2.139145181,2.849062996,3.70620164,518.6147186,19.280979,155.6666667
933,933,2007,Straw return,25.01857647110.0745632,Rice,64970,70180,NA,NA,2,2,2,D309,7557,107,1,Mo  et al. (2014),,2014,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,110.0745632,25.01857647,China,Rice,Grains,NA,2007,0.067437576,0.182535823,0.42484465,465211.5294,4428135.848,22691599.66,2.227039278,1.253053451,0.689716685,0.067437576,0.182535823,0.424834163,465211.5294,4428135.848,22686944.65,2.227039278,1.253053451,0.689592218,0.866301056,0.767241703,0.547895329,0.257479328,0.229174467,0.254842467,690926.5019,3404094.916,10812686.86,0.066261368,0.050222474,0.02726002,663441.277,2364587.511,5310066.589,3.232372864,2.431946708,2.515414516,0.921762458,1.220983053,1.462633398,2.150702123,2.823763349,3.709219349,518.6147186,19.280979,155.6666667
