"","DatasetID","Source","Country","SiteRegion","Latitude","Longitude","Croptype","Treatment","QualityOfDataPoint","Coordinate_format","ControlTreatm","Yield_mean","Yield_median","Yield_se","ObjectID"
"2031","D331","Peng et al. (2010)",NA,NA,35,114,"Wheat","Straw return",NA,"Decimal","Control",6783.2,7080,318.665561364889,2095
"2032","D331","Peng et al. (2010)",NA,NA,35,114,"Wheat","Straw return",NA,"Decimal","Treatment",7263.6,7675,497.93369036449,2096
"2033","D331","Pilot study on nutrient runoff character of wheat-rice rotation field in Chaohu Lake basin","China",NA,31.64583333,117.7930556,"Rice","Straw return",NA,"Degr-Min-Sec","Control",9667.2,9667.2,NA,2099
"2034","D331","Pilot study on nutrient runoff character of wheat-rice rotation field in Chaohu Lake basin","China",NA,31.64583333,117.7930556,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",10000.5,10000.5,NA,2100
"2035","D331","Pilot study on nutrient runoff character of wheat-rice rotation field in Chaohu Lake basin","China",NA,31.64583333,117.7930556,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5944.8,5944.8,NA,2101
"2036","D331","Pilot study on nutrient runoff character of wheat-rice rotation field in Chaohu Lake basin","China",NA,31.64583333,117.7930556,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",5944.8,5944.8,NA,2102
"2037","D331","Qian et al. (2014)",NA,NA,42.011796,121.648962,"Maize","Straw return",NA,"Decimal","Control",11285.2,11285.2,NA,2103
"2038","D331","Qian et al. (2014)",NA,NA,42.011796,121.648962,"Maize","Straw return",NA,"Decimal","Treatment",11402.6,11402.6,NA,2104
"2039","D331","Qin et al. (2014)",NA,NA,28.13333333,113.1833333,"Rice","Straw return",NA,"Degr-Min-Sec","Control",6331.52125,6826.085,346.165436560931,2105
"2040","D331","Qin et al. (2014)",NA,NA,28.13333333,113.1833333,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6385.86875,6695.65,289.504651032448,2106
"2041","D331","Qin et al. (2016)","China",NA,23.1,114.5666667,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5802.20875,5981.23,344.365759173075,2107
"2042","D331","Qin et al. (2016)","China",NA,23.1,114.5666667,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",5800.8175,5813.225,301.65543107842,2108
"2043","D331","Relationship between rhizosphere fungal community and wheat yield under straw mulching combined with nitrogen fertilizer",NA,NA,30.06666667,104.2166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5028.545,5028.545,1361.285,2109
"2044","D331","Relationship between rhizosphere fungal community and wheat yield under straw mulching combined with nitrogen fertilizer",NA,NA,30.06666667,104.2166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",7068.725,7068.725,2228.075,2110
"2045","D331","Research about the effects of returning rape straw and reducing nitrogen application on yield and quality of summer maize and soil properties",NA,NA,29,111,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8355.525,8802.5,567.846437286777,2111
"2046","D331","Research about the effects of returning rape straw and reducing nitrogen application on yield and quality of summer maize and soil properties",NA,NA,29,111,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8283.75,9060.75,556.702767256845,2112
"2047","D331","Research on the effects of tillage and residue treatments on growing-season greenhouse gases emissions and carbon footprint in paddy fields",NA,NA,43.31666667,124.2333333,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5824.265,5824.265,248.445,2113
"2048","D331","Research on the effects of tillage and residue treatments on growing-season greenhouse gases emissions and carbon footprint in paddy fields",NA,NA,43.31666667,124.2333333,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6896.825,6896.825,181.205,2114
"2049","D331","Research on the effects of tillage and residue treatments on growing-season greenhouse gases emissions and carbon footprint in paddy fields",NA,NA,43.86666667,126.55,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5646.79,5646.79,91.1300000000001,2115
"2050","D331","Research on the effects of tillage and residue treatments on growing-season greenhouse gases emissions and carbon footprint in paddy fields",NA,NA,43.86666667,126.55,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6440.995,6440.995,217.505,2116
"2051","D331","Research on the effects of tillage and residue treatments on growing-season greenhouse gases emissions and carbon footprint in paddy fields",NA,NA,44.83333333,126.55,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5366.39,5366.39,133.46,2117
"2052","D331","Research on the effects of tillage and residue treatments on growing-season greenhouse gases emissions and carbon footprint in paddy fields",NA,NA,44.83333333,126.55,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6317.94,6317.94,332.45,2118
"2053","D331","Shen et al. (2021)",NA,NA,31.26666667,105.45,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8193.79,8193.79,NA,2121
"2054","D331","Shen et al. (2021)",NA,NA,31.26666667,105.45,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9156.87,9156.87,NA,2122
"2055","D331","Soil respiration and water use efficiency of corn field under conservative tillage with and without straw incorporation",NA,NA,39.6,118.1833333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9526.66666666667,9760,392.994204085053,2125
"2056","D331","Soil respiration and water use efficiency of corn field under conservative tillage with and without straw incorporation",NA,NA,39.6,118.1833333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",10156.6666666667,10420,309.425991869533,2126
"2057","D331","Song et al. (2022)",NA,NA,34.28333333,108.0666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5527.45,5395,384.343394093528,2127
"2058","D331","Song et al. (2022)",NA,NA,34.28333333,108.0666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",5552.3125,5510.125,374.127281357896,2128
"2059","D331","Studies on N2O emissions and mitigation of spring maize field in North of China-A case study from Qianxi county,in eastern Yanshan mountain","China",NA,40.20194444,118.3008333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",10120,10120,NA,2129
"2060","D331","Studies on N2O emissions and mitigation of spring maize field in North of China-A case study from Qianxi county,in eastern Yanshan mountain","China",NA,40.20194444,118.3008333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",10250,10250,NA,2130
"2061","D331","Study of straw mulching and nitrogen fertilization on Soil fertility, N2Oï¿½ï¿½ï¿½NH3 and CH4 emission intensity in maize and soybean croppin",NA,NA,34.28333333,108.0666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8284.38333333333,8666.49,308.745932989858,2131
"2062","D331","Study of straw mulching and nitrogen fertilization on Soil fertility, N2Oï¿½ï¿½ï¿½NH3 and CH4 emission intensity in maize and soybean croppin",NA,NA,34.28333333,108.0666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8813.67666666667,9265.55,363.527738452576,2132
"2063","D331","Study on carbon and nitrogen sequestration and greenhouse gas emissions reduction effects of nitrogen fertilizer and straw return in wheat-maize cropping system",NA,NA,34.5,108.1666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8678.81583333333,8642.6,402.990587108017,2133
"2064","D331","Study on carbon and nitrogen sequestration and greenhouse gas emissions reduction effects of nitrogen fertilizer and straw return in wheat-maize cropping system",NA,NA,34.5,108.1666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9421.5025,9259.93,520.729806307899,2134
"2065","D331","Study on carbon and nitrogen sequestration and greenhouse gas emissions reduction effects of nitrogen fertilizer and straw return in wheat-maize cropping system",NA,NA,34.5,108.1666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5230.73416666667,5198.54,149.59645105709,2135
"2066","D331","Study on carbon and nitrogen sequestration and greenhouse gas emissions reduction effects of nitrogen fertilizer and straw return in wheat-maize cropping system",NA,NA,34.5,108.1666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",5614.8,5546.1,203.123728986233,2136
"2067","D331","Study on soil tillage type and fertilizer amount based on straw  incorporation in the North of Liaoning","China",NA,42.35338056,123.5996833,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9979,9979,NA,2137
"2068","D331","Study on soil tillage type and fertilizer amount based on straw  incorporation in the North of Liaoning","China",NA,42.35338056,123.5996833,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9142,9142,NA,2138
"2069","D331","Sun et al. (2012)","China",NA,37.92,115.22,"Wheat","Straw return",NA,"Decimal","Control",6455.9,6455.9,NA,2139
"2070","D331","Sun et al. (2012)","China",NA,37.92,115.22,"Wheat","Straw return",NA,"Decimal","Treatment",6673.3,6673.3,NA,2140
"2071","D331","Sun et al. (2019)","China",NA,30.65,113.1833333,"Rice","Straw return",NA,"Degr-Min-Sec","Control",7777,7777,482,2141
"2072","D331","Sun et al. (2019)","China",NA,30.65,113.1833333,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",7505,7505,722,2142
"2073","D331","Sun et al. (2020)",NA,NA,31.02666667,116.4513889,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5692.5,5919,532.476838306919,2143
"2074","D331","Sun et al. (2020)",NA,NA,31.02666667,116.4513889,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",5948,6126.5,439.152403310438,2144
"2075","D331","Tan et al. (2008)","China",NA,37.92,115.22,"Maize","Straw return",NA,"Decimal","Control",7131,6896,335.671485464354,2145
"2076","D331","Tan et al. (2008)","China",NA,37.92,115.22,"Maize","Straw return",NA,"Decimal","Treatment",7172.92307692308,6964,332.852463303813,2146
"2077","D331","Tan et al. (2008)","China",NA,37.92,115.22,"Wheat","Straw return",NA,"Decimal","Control",6624.15384615385,6788,150.5562270874,2147
"2078","D331","Tan et al. (2008)","China",NA,37.92,115.22,"Wheat","Straw return",NA,"Decimal","Treatment",6662.69230769231,6773,150.492242947524,2148
"2079","D331","Tan et al. (2011)",NA,NA,35,117,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9308.85,9308.85,NA,2149
"2080","D331","Tan et al. (2011)",NA,NA,35,117,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8809.18,8809.18,NA,2150
"2081","D331","Tan et al. (2013)","China",NA,34.78277778,117.1488889,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9813.5,9813.5,NA,2151
"2082","D331","Tan et al. (2013)","China",NA,34.78277778,117.1488889,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",10038.6,10038.6,NA,2152
"2083","D331","Tan et al. (2016)","China",NA,36.9625,117.9868333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",6245.09833333333,7500,1163.99473354312,2153
"2084","D331","Tan et al. (2016)","China",NA,36.9625,117.9868333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",6303.92166666667,7764.705,1122.11913491517,2154
"2085","D331","Tan et al. (2016)","China",NA,36.9625,117.9868333,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",6854.04333333333,8727.81,1497.1242888299,2155
"2086","D331","Tan et al. (2016)","China",NA,36.9625,117.9868333,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6469.42833333333,7958.58,1397.72495482818,2156
"2087","D331","The effects of different tillage treatments on CO2 and N2O emission flux in the winter-wheat field",NA,NA,37.5,103.0833333,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",6459.5,6459.5,184.5,2159
"2088","D331","The effects of different tillage treatments on CO2 and N2O emission flux in the winter-wheat field",NA,NA,37.5,103.0833333,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6889,6889,368,2160
"2089","D331","The effects of straw incorporation on crop yield and greenhouse gas emissions under rice-wheat cropping systems",NA,NA,32.16666667,112.6666667,"Rice","Straw return",NA,"Degr-Min-Sec","Control",9040,9040,320,2161
"2090","D331","The effects of straw incorporation on crop yield and greenhouse gas emissions under rice-wheat cropping systems",NA,NA,32.16666667,112.6666667,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",9715,9715,905,2162
"2091","D331","The effects of straw incorporation on crop yield and greenhouse gas emissions under rice-wheat cropping systems",NA,NA,32.16666667,112.6666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",4790,4790,NA,2163
"2092","D331","The effects of straw incorporation on crop yield and greenhouse gas emissions under rice-wheat cropping systems",NA,NA,32.16666667,112.6666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",5800,5800,NA,2164
"2093","D331","The impact of different straw returning forms and rice varieties on CH4 and N2O emission in a double rice field",NA,NA,23.31666667,114.6,"Rice","Straw return",NA,"Degr-Min-Sec","Control",4083.525,3984.75,247.500401935701,2165
"2094","D331","The impact of different straw returning forms and rice varieties on CH4 and N2O emission in a double rice field",NA,NA,23.31666667,114.6,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",4163.55,4007,277.021204062072,2166
"2095","D331","Three-year in-situ observations and mechanisms of biochar amendment mitigating N2O and CH4 emissions in rice-wheat rotation system",NA,NA,31.96666667,118.8,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5595,5265,641.179901951603,2167
"2096","D331","Three-year in-situ observations and mechanisms of biochar amendment mitigating N2O and CH4 emissions in rice-wheat rotation system",NA,NA,31.96666667,118.8,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",5735,5385,796.713039096679,2168
"2097","D331","Three-year in-situ observations and mechanisms of biochar amendment mitigating N2O and CH4 emissions in rice-wheat rotation system",NA,NA,31.96666667,118.8,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",2688.33333333333,2300,515.954886055404,2169
"2098","D331","Three-year in-situ observations and mechanisms of biochar amendment mitigating N2O and CH4 emissions in rice-wheat rotation system",NA,NA,31.96666667,118.8,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",2946.66666666667,2510,585.028014523901,2170
"2099","D331","Thuy et al. (2008)",NA,NA,28.21666667,112.1333333,"Rice","Straw return",NA,"Degr-Min-Sec","Control",3825,3800,361.420807370024,2171
"2100","D331","Thuy et al. (2008)",NA,NA,28.21666667,112.1333333,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",3900,3900,346.410161513775,2172
"2101","D331","Thuy et al. (2008)",NA,NA,31.28333333,119.9,"Rice","Straw return",NA,"Degr-Min-Sec","Control",6450,6450,650,2173
"2102","D331","Thuy et al. (2008)",NA,NA,31.28333333,119.9,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6600,6600,400,2174
"2103","D331","Tian et al. (2010)",NA,NA,32.39333333,119.4141667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",7431.48,7431.48,NA,2175
"2104","D331","Tian et al. (2010)",NA,NA,32.39333333,119.4141667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6942.57,6942.57,NA,2176
"2105","D331","Tongshuai et al. (2020)",NA,NA,35.96666667,105.1,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",613.6225,613.34,40.4756044581177,2177
"2106","D331","Tongshuai et al. (2020)",NA,NA,35.96666667,105.1,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",788.57,726.08,123.359926772568,2178
"2107","D331","Wang & Liang (2014)",NA,NA,35.4,110.2833333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",7246.99,7186.75,128.781779378917,2179
"2108","D331","Wang & Liang (2014)",NA,NA,35.4,110.2833333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9024.08333333333,8668.67,746.614603445297,2180
"2109","D331","Wang (2019)",NA,NA,45.9,126.58,"Maize","Straw return",NA,"Degr-Min-Sec","Control",11546.0333333333,11532.9,451.824307053576,2181
"2110","D331","Wang (2019)",NA,NA,45.9,126.58,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",12297.4,12154.1,681.442154551654,2182
"2111","D331","Wang et al. (2012)","China",NA,39.529244,116.713873,"Maize","Straw return",NA,"Decimal","Control",6111.23333333333,5764,415.668322637707,2183
"2112","D331","Wang et al. (2012)","China",NA,39.529244,116.713873,"Maize","Straw return",NA,"Decimal","Treatment",6418.06666666667,6137.7,442.825437139487,2184
"2113","D331","Wang et al. (2012)","China",NA,39.529244,116.713873,"Wheat","Straw return",NA,"Decimal","Control",3896.76666666667,3824.4,87.7948429262473,2185
"2114","D331","Wang et al. (2012)","China",NA,39.529244,116.713873,"Wheat","Straw return",NA,"Decimal","Treatment",4148,4048.4,106.319345997487,2186
"2115","D331","Wang et al. (2012)",NA,NA,39.59770833,116.5887528,"Maize","Straw return",NA,"Degr-Min-Sec","Control",6111.23333333333,5764,415.668322637707,2187
"2116","D331","Wang et al. (2012)",NA,NA,39.59770833,116.5887528,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",6416.06666666667,6131.7,443.462626509959,2188
"2117","D331","Wang et al. (2012)",NA,NA,39.59770833,116.5887528,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3896.76666666667,3824.4,87.7948429262473,2189
"2118","D331","Wang et al. (2012)",NA,NA,39.59770833,116.5887528,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",4148,4048.4,106.319345997487,2190
"2119","D331","Wang et al. (2016)",NA,NA,34.2,108.1166667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9982.28333333333,9752.8,537.081294539704,2193
"2120","D331","Wang et al. (2016)",NA,NA,34.2,108.1166667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",11221.5266666667,11027.3,941.662135912404,2194
"2121","D331","Wang et al. (2016)",NA,NA,34.2,108.1166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5875.06666666667,5866.2,264.752219589898,2195
"2122","D331","Wang et al. (2016)",NA,NA,34.2,108.1166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6267.03333333333,6248.35,451.714419677349,2196
"2123","D331","Wang et al. (2018)",NA,NA,35.4,110.2833333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",6814.8,7036.7,311.555168469406,2197
"2124","D331","Wang et al. (2018)",NA,NA,35.4,110.2833333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8432.68,8316,596.176361825928,2198
"2125","D331","Wang et al. (2020)","China",NA,29.85,115.55,"Rice","Straw return",NA,"Degr-Min-Sec","Control",8390,8390,23.094010767585,2199
"2126","D331","Wang et al. (2020)","China",NA,29.85,115.55,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",8582.5,8540,108.886408701913,2200
"2127","D331","Wang et al. (2021)",NA,NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8776.315,8776.315,68.1549999999997,2201
"2128","D331","Wang et al. (2021)",NA,NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9497.975,9497.975,11.4349999999995,2202
"2129","D331","Wang et al. (2022)","China",NA,36.36666667,111.5833333,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3096,4095,1002.00149700487,2207
"2130","D331","Wang et al. (2022)","China",NA,36.36666667,111.5833333,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3489,4404,1008.39988761073,2208
"2131","D331","Wang et al. (2022)",NA,NA,34.33333333,108.0666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",10850.27,10778.4,716.524441941795,2209
"2132","D331","Wang et al. (2022)",NA,NA,34.33333333,108.0666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",11173.6466666667,11694.6,894.419216127303,2210
"2133","D331","Wang et al. (2022)",NA,NA,37.5,103.0833333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9263.5,8760.5,762.346213999912,2211
